Country Name,Country Code,Agricultural land (% of land area),Current account balance (% of GDP),Electricity production from coal sources (% of total),Fossil fuel energy consumption (% of total),Electric power consumption (kWh per capita),CO2 emissions (kg per 2000 US$ of GDP),CO2 emissions (metric tons per capita),"PM10, country level (micrograms per cubic meter)",Population density (people per sq. km),Population in urban agglomerations of more than 1 million (% of total population),"Inflation, consumer prices (annual %)",Real interest rate (%),"Highest marginal tax rate, corporate rate (%)","Highest marginal tax rate, individual rate (%)",Tax revenue (% of GDP),Ease of doing business index (1=most business-friendly regulations),Cost to export (US$ per container),Cost to import (US$ per container),Rigidity of employment index (0=less rigid to 100=more rigid),Total tax rate (% of profit),Information and communication technology expenditure per capita (current US$),Mobile cellular subscriptions (per 100 people),Telephone lines (per 100 people),Fixed broadband Internet subscribers (per 100 people),Internet users (per 100 people),General government final consumption expenditure (% of GDP),"Household final consumption expenditure, etc. (% of GDP)",Exports of goods and services (% of GDP),Gross capital formation (% of GDP),Imports of goods and services (% of GDP),GDP per capita (constant 2000 US$),GDP per capita growth (annual %),"Expenditure per student, primary (% of GDP per capita)","Expenditure per student, secondary (% of GDP per capita)","Public spending on education, total (% of GDP)","Health expenditure, private (% of GDP)","Health expenditure, public (% of GDP)",Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment in services (% of total employment),"Labor participation rate, total (% of total population ages 15+)",Labor force with primary education (% of total),Labor force with secondary education (% of total),Labor force with tertiary education (% of total),Long-term unemployment (% of total unemployment),"Unemployment, total (% of total labor force)","Life expectancy at birth, total (years)","Life expectancy at birth, male (years)",Population ages 15-64 (% of total),Researchers in R&D (per million people),Urban population (% of total),"Tariff rate, applied, weighted mean, all products (%)",High-technology exports (% of manufactured exports),GDP constant (2005 US$),GDP (current US$),Gross capital formation (% of GDP),Gross capital formation (annual % growth),Mortality rate infant (per 1000 live births),Mortality rate under-5 (per 1000 live births),Population (Total),Population (ages 0-14 % of total),Population (ages 15-64 % of total),Arable land (% of land area),Cereal yield (kg per hectare),Land under cereal production (hectares),LFP Female 15-64 ILO ,LFP Male 15-64 ILO ,LFP Total 15-64 ILO ,LF Tertiary Female %,LF Tertiary Male %,LF Tertiary Total %,Tertiary Enroll Female,Tertiary Enroll Male,Tertiary Enroll Total,Year
Czech Republic,CZE,55.12555009,-1.266452186,61.47612015,83.66292535,6342.134706,1.80055527,11.98802481,22.12092852,132.4854776,11.36957362,1.847225874,6.084736257,26,32,15.58419927,66,775,860,11,49.6,1011.803579,115.0456807,31.43214208,6.927265679,31.9767585,22.0673074,49.08021886,72.20994134,25.67836582,69.03583343,6657.959911,6.110573863,12.58348283,22.92448125,4.256842307,0.918881019,6.322256626,4,39.5,56.5,59.3,7.199999809,79.09999847,13.69999981,53.6,7.900000095,76.00780488,72.92,71.10147627,2370.747283,73.5,1.84,12.7509748,1.30052E+11,1.30052E+11,26.50324641,4.286729915,4.4,5.2,10211216,14.78159332,71.11537933,41.53507637,4746.303,1615523,62.29999924,78.30000305,70.40000153,12.69999981,14.5,13.69999981,52.68258,45.30455,48.90877,2005
Germany,DEU,48.83160822,5.120083915,49.83731037,82.38296993,7113.414188,0.413266022,9.80890192,19.01914138,236.4578375,7.742396574,1.557210562,,38.31,42,11.05476764,27,740,765,42,49.2,1995.613547,96.12171302,66.43797578,13.09576643,64.8371978,18.72981893,59.03353849,41.09356882,16.90482562,35.76175185,23735.07958,0.810366685,16.22785825,21.47347633,4.527945562,2.45796184,8.212553495,2.3,29.7,67.8,58.9,,,,54.1,11.10000038,79.30512195,76.71,66.81687373,3302.418794,73.4,1.84,16.95434329,2.76625E+12,2.76625E+12,17.26892645,-1.941556167,3.9,4.7,82469422,14.32792854,66.73223114,34.13235463,6723.234,6839000,66.90000153,80.80000305,74,21.29999924,27.20000076,24.5,,,,2005
Denmark,DNK,63.79919868,4.309241689,42.6675496,82.19433069,6662.693238,0.274223665,8.626941985,18.65363714,127.6450153,20.77646918,1.808805419,,28,59,32.60965652,5,603,603,7,34.7,2529.181603,100.613518,61.82035821,24.81278543,77.3394759,26.04802955,48.22097554,48.98900312,20.82546787,44.08347608,31459.50945,2.165213932,25.19856965,35.07063904,8.283151861,1.544338579,7.946509869,3.1,23.7,72.8,65.9,,,,25.9,4.800000191,78.17463415,75.96,66.10097967,5201.831966,85.9,1.84,21.98282057,2.57676E+11,2.57676E+11,20.82546787,5.422006447,4.1,5,5419432,18.7337532,66.11800385,54.96111242,6153.387,1508600,75.80000305,83.5,79.69999695,35.40000153,28.70000076,31.79999924,93.4503,67.70447,80.42934,2005
Spain,ESP,58.43435052,-7.378376724,27.95441016,83.4739937,6147.128391,0.517943222,8.137972702,34.06989791,86.95455729,23.55921623,3.369714479,,35,45,12.58615833,51,1000,1000,49,61.8,1355.685905,98.37773269,44.84253822,11.6023448,44.03759146,18.0173241,57.78263893,25.68101392,29.48133346,30.96231041,15712.09423,1.927537054,19.04358759,23.30619837,4.230573394,2.436641168,5.845892129,5.3,29.7,65,56.4,45.29999924,23,31.29999924,32.6,9.199999809,80.23853659,76.98,68.71457987,2548.057308,76.7,1.84,7.051519537,1.1308E+12,1.1308E+12,29.53652158,6.615933173,4.8,5.7,43653155,14.49732399,68.75208282,25.87308902,2166.033,6567621,58.5,81.19999695,70,36.5,27.70000076,31.39999962,73.30739,60.24233,66.62166,2005
Finland,FIN,7.465773663,3.574645885,10.17576187,49.07693667,16119.78422,0.39380566,10.40022569,17.28812233,17.22348074,20.34030994,0.861059229,,26,33.5,22.60357136,14,420,420,41,49.5,2833.85757,100.4555765,40.41097196,22.38234117,72.62943901,22.30797104,52.71984082,41.78453597,20.57505388,37.3874017,26409.5384,2.565269422,17.9902425,32.22051399,6.306607704,2.242312345,6.211243395,4.8,25.6,69.4,60.6,20.89999962,45.59999847,33.40000153,24.9,8.399999619,78.96560976,75.59,66.66490604,7547.559809,62.4,1.84,26.40712194,1.95778E+11,1.95778E+11,21.84667374,9.385619138,3.1,3.7,5246096,17.3593235,66.69903564,7.33773269,3422.921,1185800,72.69999695,76.69999695,74.69999695,38.59999847,29,33.59999847,100.64364,83.42226,91.83801,2005
France,FRA,53.95683453,-0.477990924,5.373088883,52.13202215,7944.490989,0.271724193,6.438137894,13.87905112,111.1510791,22.90989766,1.735587081,,33.83,48.1,22.3171393,31,886,886,52,66.1,1983.098932,78.99725658,55.37266111,15.55862205,42.96486127,23.6728217,56.8633449,26.05708466,20.32585043,26.91910168,22998.57002,1.283250608,17.29604285,26.83199251,5.646098531,2.302710288,8.798339333,3.6,23.7,72.3,56.1,28.10000038,44.29999924,27,41.4,8.800000191,80.2095122,76.79,65.10881023,3319.068878,76.7,1.84,20.02304914,2.13656E+12,2.13656E+12,19.96995193,4.296015037,3.8,4.6,63176246,18.49956131,65.06452942,33.81112369,6981.262,9182257,64.5,75,69.69999695,30.79999924,25.39999962,27.89999962,60.10533,47.83922,53.91505,2005
United Kingdom,GBR,70.08638862,-2.605398374,34.47036567,88.16774188,6251.998705,0.32558932,9.020424697,15.69699027,248.9418427,26.07871452,2.829978128,2.562869807,30,40,27.24985607,6,676,756,10,35.8,2317.090649,108.7090633,56.56717226,16.43571019,66.40440338,21.42149725,64.76733931,26.39654625,17.217226,29.80260881,27704.91584,1.584931278,18.82391704,25.97449172,5.505630602,1.489016012,6.747278454,1.3,22.2,76.2,61.7,21.79999924,47.70000076,29.89999962,22.3,4.800000191,79.0704878,77.09,65.93733211,2896.702279,89.7,1.84,28.01603678,2.32136E+12,2.32136E+12,17.13163887,3.724647516,5.1,6,60387997,17.93230057,66.09565735,23.68040342,7196.1,2917900,68.90000153,81.80000305,75.30000305,31,28.79999924,29.79999924,68.4784,49.2692,58.6846,2005
Greece,GRC,64.65477114,-7.504709982,59.80951419,93.41444062,5241.534582,0.642990031,8.880514409,37.89414764,86.14429791,29.08533862,3.545073049,,32,40,20.09713574,100,998,1245,47,54.6,945.5299656,92.40270173,56.84128242,1.441939841,22.37572046,16.90344018,70.93892646,22.24182664,21.18964845,31.27384174,13811.27852,1.852579662,16.18063391,20.94676958,3.976597241,3.764324926,5.672797187,12.4,22.4,65.1,53.6,34.09999847,41.59999847,23.89999962,53.7,9.800000191,79.16634146,76.82,67.65342492,1770.913428,60.4,1.84,10.18768401,2.40076E+11,2.40076E+11,21.40471732,-9.33831258,4.8,5.5,11103965,14.38317776,67.0565567,15.96586501,4034.359,1263403,54.70000076,78.59999847,66.69999695,26.60000038,20.79999924,23.20000076,96.50306,84.45428,90.21032,2005
Hungary,HUN,65.42796563,-7.199499177,19.98545699,80.39009535,3771.370222,0.998040439,5.842320203,18.13560607,112.5661199,16.8350608,3.550396722,6.120593366,16,38,20.30214774,41,975,975,22,56.6,1139.356029,92.39569547,33.862378,6.460650041,37.12681111,9.876664853,66.37218467,65.97983857,25.59688997,67.82558261,5853.791066,4.106995544,25.72395487,23.18814716,5.465671583,2.305918975,6.018927001,5,32.4,62.6,50.1,15.30000019,64.5,20.20000076,46,7.199999809,72.82658537,68.69,68.816631,1575.586682,66.3,1.84,25.69330705,1.10322E+11,1.10322E+11,24.53596404,-1.557776244,7.1,8.3,10087065,15.50565147,68.78733063,51.34471599,5526.592,2933537,54.90000153,67.69999695,61.20000076,23.29999924,17.60000038,20.20000076,77.59533,53.10122,65.10431,2005
Ireland,IRL,62.44737988,-3.547247738,24.93170998,90.96159198,6233.560145,0.341757832,10.38387343,16.94940635,60.3730585,24.93957827,2.431540999,0.249953398,12.5,42,25.13493856,7,1090,1139,10,26.4,2328.943244,102.6664423,49.33759708,7.754081412,37.54175182,15.36408306,45.52678102,81.66250938,27.04875208,69.60212555,30383.71757,3.86103925,14.6867716,21.75600586,4.765469785,1.642124217,5.647230033,5.9,27.9,65.5,62.2,26.79999924,39,31,34.3,4.300000191,79.43609756,77.28,68.5701505,2767.301185,60.5,1.84,34.52559844,2.02578E+11,2.02578E+11,27.30043611,15.86441357,4.4,5.2,4159914,20.58623314,68.35121918,17.18681957,7015.189,276585,60.79999924,80.80000305,70.90000153,37,26.29999924,30.79999924,62.61821,50.26099,56.37323,2005
Iceland,ISL,22.75311721,-16.24271112,0,24.25287356,27986.52064,0.205230168,7.420603201,16.37850423,2.960099751,,3.987048441,11.60653129,18,24.8,28.07985882,11,1269,1343,21,27.6,,95.40286436,65.32502106,26.2904802,85.55315922,24.60434057,59.46891073,31.54943144,28.33293975,43.95562249,36157.46786,5.79259048,25.62599198,22.74380281,7.589988742,1.75882898,7.679115538,6.5,21.7,71.4,77.8,,,,13.3,2.599999905,81.49219512,79.58,66.17376544,7286.664953,92.2,,27.07662387,16286323127,16286323127,28.19340361,34.69405415,2.4,3.1,296734,22.05260468,66.19993591,1.286783042,,,82.40000153,88.5,85.5,29.20000076,22.10000038,25.39999962,92.86927,48.57638,70.35714,2005
Israel,ISR,23.37338262,3.100928664,74.6973565,97.1023699,6567.870593,0.426378421,8.537049682,34.47656382,320.2449168,57.78353848,1.326600199,5.508528519,34,49,26.92829876,29,560,560,17,40,1186.796196,111.9320068,42.37016782,17.74326489,24.32690726,25.7659751,55.3560166,42.59585062,19.18174274,42.89958506,20022.23675,3.262270234,20.41426695,20.23117218,6.163041824,3.36833636,4.64948215,2,21.7,75.6,56.4,6.599999905,7.5,83.19999695,,9,80.15121951,78.2,61.98669432,,91.6,1.65,13.9334541,1.33959E+11,1.33959E+11,18.86420572,13.15487534,4.5,5.6,6930100,27.85428429,62.11874008,14.3715342,2952.346,104210,58.20000076,66.90000153,62.5,50.29999924,39.40000153,44.5,66.42147,50.09793,58.09116,2005
Italy,ITA,50.09859251,-1.673175538,16.64841884,90.96397071,5668.737805,0.407999668,7.983870882,27.50654634,199.2488271,17.43517546,1.985294118,3.190499994,37.25,43,21.20702329,74,1217,1217,38,77.5,1616.778496,121.9989745,42.74059179,11.64003307,33.68389298,20.34433151,59.04088884,25.94202028,20.68975101,26.01699163,19568.32689,-0.085646736,23.03780745,26.79629007,4.431940461,2.124690184,6.812062297,4.2,30.8,65,48.9,41,43.59999847,14.39999962,52.2,7.699999809,80.75146341,78.01,66.16006097,1406.586171,67.6,1.84,7.76681698,1.78628E+12,1.78628E+12,20.89294286,-0.726600514,3.7,4.4,58607043,14.09096622,66.28367615,26.4499898,5361.398,3995818,50.40000153,74.69999695,62.5,17.79999924,12.10000038,14.39999962,74.05124,54.33229,63.96766,2005
Japan,JPN,12.87242798,3.641830277,27.88928518,81.35702971,8201.012734,0.249237482,9.715752405,30.9479367,350.5432099,48.21356859,-0.274200249,2.939863768,40.69,50,,13,989,1047,12,53.1,2384.875807,75.51204089,45.43448146,18.23632849,66.75119157,18.05772138,56.98943505,14.33282231,23.56645269,12.94643142,38981.90728,1.924519239,22.21422974,22.3914569,3.521643201,1.412931822,6.748779035,4.4,27.9,66.4,60.5,60.5,,39.5,33.3,4.400000095,81.92512195,78.53,66.29094648,5531.23914,66,2.5,22.47445725,4.57188E+12,4.57188E+12,22.46634769,-0.297101194,2.7,3.7,127773000,13.80351543,66.34970856,11.96159122,6154.279,2020344,60.79999924,84.40000153,72.69999695,38.79999924,39.90000153,39.5,51.65909,58.13228,54.97135,2005
"Korea, Rep.",KOR,19.42178627,1.77317505,38.3606532,80.61926333,7803.855582,0.696394002,9.611511239,36.66326374,497.0366546,48.37358843,2.753801891,4.906620587,27.5,35,14.7318129,23,780,1040,38,36.4,1616.819127,79.65084549,49.65962857,25.32450663,71.04574349,13.870134,53.74060479,39.26729787,29.6872051,36.56524176,13801.82945,3.74335674,17.52894099,21.8876794,4.147362115,2.727409557,2.961936381,7.9,26.8,65.1,61.4,24.5,43.20000076,32.29999924,0.8,3.700000048,78.43268293,75.14,71.63206699,3780.22904,80.8,,32.32920037,8.44863E+11,8.44863E+11,29.6872051,2.281592444,4.8,5.7,48138077,19.09872627,71.61586761,16.9643779,6376.151,1068967,54.40000153,76.69999695,65.59999847,27.70000076,35.5,32.29999924,72.96392,112.03763,93.47805,2005
Luxembourg,LUX,49.80694981,11.02292304,0,91.71141723,15680.69344,0.468083392,24.33172384,14.86349761,179.5976834,,2.489582068,,30.38,38.95,25.24823068,53,,,56,0,,109.6401653,52.56278512,15.07014821,69.00880991,16.52252306,35.52041952,158.3446436,22.3787493,132.7663355,51981.60038,3.830871485,20.26470549,22.60287455,,0.757350266,6.945133446,1.8,17.2,75.9,55.3,,,,26.4,4.5,79.42219512,76.71,67.38012167,4799.227641,82.8,1.84,11.80608125,37643013481,37643013481,22.44371397,11.13001374,2.8,3.5,465158,18.62259674,66.95620728,23.16602317,5634.791,28496,56.90000153,75.80000305,66.5,29.89999962,29.29999924,29.60000038,,,,2005
Netherlands,NLD,56.90165877,7.30154475,26.86716092,93.06177886,6987.748049,0.420483613,10.59381698,35.35028242,483.4078791,12.39984436,1.697094369,0.334529462,31.5,52,22.63720596,28,880,1005,42,48.5,2775.90284,97.02295058,46.56905548,25.12277993,79.08681759,23.70146882,48.76111935,69.62370984,19.0129858,61.0992838,25194.36348,1.808156082,18.30264876,25.21744594,5.530222177,3.192009458,5.906534192,3.2,19.6,72.4,64.4,26.5,43.40000153,29.20000076,40.1,5.199999809,79.4304878,77.25,67.50026523,2487.630948,80.2,1.84,30.52147885,6.38471E+11,6.38471E+11,19.0129858,3.352109097,4.5,5.4,16319868,18.44441414,67.51850128,32.90876777,8200.067,216483,70.09999847,83.80000305,77,29.5,30,29.70000076,60.76415,56.62733,58.66376,2005
Norway,NOR,3.404758775,16.22551265,0.096189581,57.45291035,25083.1657,0.246779134,10.02363507,20.43992824,15.194229,,1.522058824,-4.24428855,28,47.5,28.92020213,10,568,488,44,42,2731.554355,102.8367833,45.60872104,21.44245452,80.08781606,19.89940978,42.46328858,44.62891809,21.17600924,28.1676257,40617.83867,2.042541487,18.90635841,28.72925645,7.021271347,1.49626153,7.595353073,3.3,20.8,75.7,66.1,11,56.29999924,32.29999924,9.5,4.599999905,80.20487805,77.8,65.84888675,4671.14819,77.3,,17.31031834,3.0406E+11,3.0406E+11,21.45885435,11.65447485,3.2,4,4623291,19.63695526,65.63523865,2.83291705,3992.617,325212,74.80000305,81.69999695,78.30000305,36.09999847,29.29999924,32.5,95.19385,62.48392,78.56747,2005
New Zealand,NZL,47.21900564,-8.459441862,13.39948071,67.90680654,9678.753719,0.538015422,8.062944919,14.49992835,15.44170931,28.76080699,3.170409491,8.576370822,33,39,31.28888293,2,725,800,7,36.2,1453.105782,85.3915189,41.8249111,7.765064467,62.36642759,18.06801956,59.44356389,27.75205791,24.83640008,30.10004143,14986.45686,2.296554328,19.39040496,22.51615961,6.506554692,2.025276361,6.740138101,7.1,22,70.6,67.4,0,55.40000153,24.79999924,9.4,3.700000048,79.85121951,77.9,66.36315733,4192.836927,86.2,4.24,10.36987445,1.13834E+11,1.13834E+11,24.53634083,4.600890122,5.4,6.6,4133900,21.54307747,66.4400177,1.614067069,7533.944,115175,70.59999847,84.40000153,77.30000305,28.70000076,21.39999962,24.79999924,95.75056,65.8327,80.62834,2005
Poland,POL,51.92439526,-1.222720996,93.43842326,95.678578,3437.323548,1.521775031,7.949245404,36.93041006,124.5893318,4.437233152,2.107050758,4.079994458,19,50,16.67371265,72,834,834,25,40.9,483.0696331,76.42093045,31.01297902,2.476478071,35.09941583,19.00241665,62.47260888,37.08499411,19.26614023,37.82615987,5223.666602,3.662586415,23.71056162,22.16828582,5.465633509,1.901653815,4.306001615,17.4,29.2,53.4,55,11.69999981,69.40000153,18.89999962,52.2,17.70000076,74.93536585,70.75,70.41525436,1627.351097,61.5,1.84,3.849953033,3.03912E+11,3.03912E+11,19.26620713,1.418546744,6.5,7.5,38165445,16.41016769,70.33969116,39.63372833,3233.069,8328904,57.70000076,70.09999847,63.79999924,23.20000076,15.39999962,18.89999962,74.43494,53.13399,63.60082,2005
Portugal,PRT,40.21857923,-9.400618953,32.96527237,84.22605538,4662.517951,0.552669778,6.164176521,27.63077129,115.2945355,38.39367929,2.293867255,,27.5,40,21.30500503,48,495,994,43,45.2,1131.630215,108.5109935,40.13195949,11.04740058,32.02821,21.44143565,64.85018684,28.54488105,22.56473346,37.401237,11153.45323,0.455629025,23.16595031,34.64187063,5.394781901,2.872125695,7.295990558,11.8,30.6,57.5,62.1,66.59999847,14.5,13.19999981,48.6,7.599999905,78.03658537,74.9,67.34107831,2003.133704,57.6,1.84,8.985076917,1.91848E+11,1.91848E+11,23.54683743,-0.912399065,3.7,4.7,10503330,15.60370255,67.26572418,13.97179403,2027.354,389454,67.80000305,78.90000153,73.30000305,17.10000038,10.10000038,13.39999962,63.006,48.38667,55.56338,2005
Slovak Republic,SVK,40.35343035,-6.534391672,19.0737433,72.11895911,4919.806943,1.073440762,7.26610581,16.22437437,111.995842,,2.709084946,4.199052051,19,19,14.92527684,35,1015,1050,22,49.7,618.839002,84.2839057,22.22097642,3.369927603,50.1856692,18.33567742,57.34055612,76.30486532,28.91333719,80.89443606,6768.986301,6.575263373,14.65862634,15.07362465,3.849186529,1.805054054,5.244679597,4.7,38.8,56.3,59.6,8.199999809,76.59999847,15.19999981,68.1,16.20000076,74.02365854,70.17,71.48935759,2027.64313,56.2,1.84,7.395961455,61328471583,61328471583,28.87408306,16.40193777,8.3,9.8,5372807,16.76551628,71.55728149,28.91891892,4511.827,794634,61.40000153,76.5,68.90000153,14.89999962,14.19999981,14.5,45.6186,35.37555,40.39136,2005
Slovenia,SVN,25.32274081,-1.903404505,34.86802937,68.58552632,6917.770557,0.625719078,7.454376406,30.11509407,99.32969215,,2.477454396,6.075407433,25,50,20.52176123,58,971,1019,54,40,790.8511373,87.9396151,40.80804799,9.830042489,46.82829293,18.96492849,54.2158284,62.11885483,27.2270188,62.52663051,11913.29572,4.309650688,,,5.684125806,2.373614795,6.093863126,8.8,37.2,53.3,59.2,16.5,62.59999847,20.89999962,47.4,5.699999809,77.31560976,73.94,70.27533893,2624.964396,49.5,1.84,4.730372949,35717733757,35717733757,27.15879568,0.104932974,3.5,4.3,2000474,14.1824255,70.29893494,8.738828203,6000.746,96461,65.90000153,75,70.5,25.10000038,17.5,21,94.1208,65.88135,79.70795,2005
Sweden,SWE,7.837594132,6.888088447,0.887202187,33.81491681,15440.42358,0.185921766,5.739997606,11.87796362,21.99215266,13.82937132,0.453170853,2.543610684,28,56.82,20.26273076,17,561,619,38,54.9,2529.085917,100.8860776,62.44431541,27.94757115,81.74664563,26.0960325,49.19918754,48.14728955,17.03200181,40.4745114,30873.18783,2.931508251,25.0714211,32.69131095,6.972314455,1.680853226,7.476698384,2,22,75.7,64.4,15.5,55,28.89999962,,7.699999809,80.64121951,78.49,65.44501099,6076.255518,84.3,1.84,16.67461425,3.7058E+11,3.7058E+11,17.74400361,8.052280453,2.9,3.6,9029572,17.41033936,65.31317139,6.565287323,4932.342,1023976,76.5,81.30000305,79,33.79999924,23.79999924,28.60000038,99.96659,64.78984,81.9836,2005
United States,USA,45.06457162,-5.95155989,50.46309149,86.04828529,13691.90507,0.53308874,19.73428346,22.14701798,32.28067916,44.38537868,3.392746845,2.757004107,40,35,11.19832746,4,960,1160,0,46,3097.610258,72.01955686,59.2254158,16.2601387,69.57389984,15.58383745,70.82601334,10.42552684,19.26278051,16.09815814,37018.75875,2.111269652,20.73670677,23.13305972,5.354588439,8.578029861,6.858686093,1.6,20.6,77.8,65.4,10,30.1,59.9,11.8,5.099999905,77.73658537,75.2,66.78612262,4584.386614,80.8,1.58,29.92186126,1.30954E+13,1.30954E+13,23.21960383,5.285562256,6.8,8,295516599,20.51652145,67.13986206,18.02187751,6451.029,56803359,68.09999847,80.19999695,74.19999695,,,,95.67338,67.71967,81.31697,2005
Australia,AUS,56.61390469,-5.538863312,79.15020431,94.65846816,11332.45402,0.738937831,17.94727852,15.39327441,2.694232196,60.12749603,3.538487339,4.328874988,30,47,24.50251652,9,930,1120,0,51.9,2052.883408,95.46862242,48.02419569,18.84249127,64.93412375,17.30028468,58.03382738,19.61196538,26.11674612,21.06282356,24287.94111,1.560588004,17.11636273,15.22963934,4.782273886,2.949497286,5.877499711,3.5,21.2,75,64.8,29.39999962,35.90000153,34.70000076,18.1,4.800000191,81.04146341,78.7,67.38715138,4230.630864,88.38,2.52,12.32890946,7.14769E+11,7.47463E+11,27.6546811,6.567242935,4.6,5.5,20697900,19.54893303,67.44605255,6.211030551,1056.138,18368064,69,82.80000305,75.90000153,39.79999924,30.39999962,34.70000076,79.12837,62.18548,70.464,2006
Austria,AUT,39.30867192,2.429542368,13.74462972,74.3543948,8094.248737,0.335021077,8.658754007,33.03044191,100.4538993,20.00387809,1.449634781,,25,50,19.90073259,26,858,913,24,54.6,2419.288302,112.056567,43.52590498,17.28962439,61.04605367,18.48059794,53.91222241,56.8855698,22.62579338,51.90418354,25845.40081,2.846090226,23.49444859,26.74334758,5.427707634,2.471093492,7.761907538,5.5,28.2,66.2,59.7,18.70000076,63.59999847,17.79999924,27.3,4.699999809,79.89634146,77.15,67.81927063,3529.788937,66.72,1.85,13.06243495,3.16176E+11,3.24954E+11,22.32567713,1.604218479,3.8,4.6,8268641,15.76507282,67.87470245,16.7738023,5741.759,776783,66.5,79.69999695,73.09999847,16,19.29999924,17.79999924,53.37387,44.39495,48.81463,2006
Belgium,BEL,45.64068692,2.012940162,10.92616304,74.0810848,8683.671285,0.413754624,10.15280797,22.4680129,348.347358,17.5660635,1.79094071,5.362854593,33.99,50,25.76882584,20,1600,1600,17,60,2062.761732,93.35811728,44.82194563,22.34065589,61.53255445,22.40369838,52.4175579,87.27219015,22.10010905,84.19355548,24538.23442,2.310424818,20.45470005,32.88692254,6.025555023,2.298073992,7.158863869,1.9,24.7,72.8,53.1,43.2,12.2,36.1,55.6,8.199999809,79.38097561,76.62,65.75942268,3334.863201,97.32,1.85,7.94907715,3.87413E+11,3.99966E+11,22.44996534,4.695212488,3.9,4.8,10547958,16.99121284,65.78702545,27.80713342,8373.294,320570,59.5,73.40000153,66.5,41,32.20000076,36.09999847,69.29969,55.8235,62.46943,2006
Canada,CAN,7.432443578,2.423025377,17.56043621,75.33655775,16724.12631,0.632908777,16.74763013,17.38666546,3.590362797,43.30129866,2.002025395,3.056605007,36.1,29,13.8568193,8,1385,1425,4,46.5,2536.534947,57.42626114,55.85469693,24.63781433,70.31969739,19.23062869,55.41900366,36.03807212,22.89243349,33.58013796,26461.36494,1.761702204,,,,3.025431613,6.999496722,2.6,22,75.3,66.7,14.5,40.29999924,45.29999924,8.7,6.300000191,80.64390244,78.4,69.41847733,,80.2,1.45,13.47089065,1.16577E+12,1.27861E+12,23.02081143,6.240737803,5.2,6,32570505,17.3783493,69.35742188,4.960900686,3046.344,15946100,73.30000305,82.09999847,77.80000305,50.29999924,40.79999924,45.29999924,,,,2006
Switzerland,CHE,39,14.54677494,0,54.112153,8360.442516,0.151636109,5.59983987,25.50652309,187.09835,14.98007599,1.059615547,0.950764491,21.3,40.4,10.4272074,19,1238,1333,7,28.8,4134.808427,99.36160581,67.10031115,26.99115198,70.82796294,11.12781891,59.16419134,52.03840163,22.08223866,44.41265055,36929.46174,2.981875035,23.33205052,26.49697753,5.513794953,4.428990578,6.406442168,3.8,23.8,72.5,67.2,15.60000038,55.90000153,28.5,39.1,4,81.66390244,79.22,67.91606521,,73.36,1.74,21.88459853,3.99188E+11,4.05184E+11,22.6810178,3.730699966,4.2,5,7483934,16.00751495,68.00157166,10.185,6155.903,164590,74.80000305,87.80000305,81.30000305,20.79999924,35,28.5,43.91908,48.93522,46.44491,2006
Czech Republic,CZE,55.08090615,-2.495472309,60.40834867,82.93932918,6509.312275,1.697316485,12.03085051,20.95414887,132.9337735,11.32203553,2.536629446,4.434621624,24,32,14.68742407,66,775,860,11,49.1,1167.095826,120.8105669,28.11905074,10.83343542,44.06165116,21.31922198,48.46760256,76.41713286,26.78904868,72.99300608,7088.159819,6.461437344,13.55923771,23.11294219,4.606803245,0.92612743,6.052666249,3.8,40,56.2,59.2,7.199999809,78.59999847,14.19999981,55.2,7.099999905,76.62634146,73.48,71.2121178,2569.006731,73.5,1.85,14.10251918,1.39183E+11,1.48345E+11,27.69185936,10.1670267,4.2,5,10238905,14.54527187,71.1938858,41.44983819,4163.065,1535586,62.29999924,78.19999695,70.30000305,13.39999962,14.69999981,14.10000038,55.85684,45.68148,50.64701,2006
